32;CFCFCEFC;0;0001
32;CFCFCEFC;0;0001
32;CFCFCEFC;0;0001
32;CFCFCEFC;0;0001
32;CFCFCEFC;0;0001
32;CFCFCEFC;0;0001
32;CFCFCEFC;0;0001
32;CFCFCEFC;0;0001
32;CFCFCEFC;0;0001
32;CFCFCEFC;0;0001
32;CFCFCEFC;0;0001
32;CFCFCEFC;0;0001
32;CFCFCEFC;0;0001
32;CFCFCEFC;0;0001
32;CFCFCEFC;0;0001
32;CFCFCEFC;0;0001
32;CFCFCEFC;0;0001
32;CFCFCEFC;0;0001
32;CFCFCEFC;0;0001
32;CFCFCEFC;0;0001
32;CFCFCEFC;0;0001
32;4646CEBC;0;0001
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;4646CEBC;0;0001
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
32;DEADBEEF;0;0000
